id;name;japaneseTitle;romaji;coverUrl;platforms;genre;japanExclusive;releaseDate;developer;publisher;difficulty;textComplexity;description;reason
991;Dragon Quest VI;ドラゴンクエストVI 幻の大地;Dragon Quest VI: Maboroshi no Daichi;placeholder_url;Super Nintendo;RPG;True;09-12-1995;Heartbeat;Enix;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
992;Battle Cross;バトルクロス;Batoru Kurosu;placeholder_url;Super Nintendo;Racing;True;09-12-1994;A-Max;Imagineer;playable;simple;Racing game;Racing gameplay with minimal text needed.
993;Captain Tsubasa 5;キャプテン翼5 覇者の称号カンピオーネ;Captain Tsubasa 5: Hasha no Shōgō Campione;placeholder_url;Super Nintendo;Sports;True;09-12-1994;Tecmo;Tecmo;caution;simple;Soccer game;Menu navigation in Japanese but gameplay is visual.
994;Godzilla: Kaijuu Daikessen;ゴジラ 怪獣大決戦;Godzilla: Kaijū Daikessen;placeholder_url;Super Nintendo;Fighting;False;09-12-1994;Alfa System;Toho;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
995;The Lion King;ライオン・キング;Lion King;placeholder_url;Super Nintendo;Platform;False;09-12-1994;Westwood Studios;Virgin Interactive;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
996;Sugoro Quest++;すごろクエスト++ ディセニクス;Sugoro Quest++ Dicenics;placeholder_url;Super Nintendo;Board Game;True;09-12-1994;Unknown;Technōs Japan;not-recommended;complex;Board game RPG;Complex rules requiring Japanese knowledge.
997;Super Momotarō Dentetsu III;スーパー桃太郎電鉄III;Super Momotarō Dentetsu III;placeholder_url;Super Nintendo;Board Game;True;09-12-1994;Make;Hudson Soft;not-recommended;complex;Board game;Complex rules requiring Japanese knowledge.
998;Toride;トライド;Toride;placeholder_url;Super Nintendo;Strategy;True;09-12-1994;Metro;Takara;not-recommended;complex;Strategy game;Complex systems requiring Japanese knowledge.
999;Vortex;ボルテックス;Vortex;placeholder_url;Super Nintendo;Shooter;False;09-12-1994;Argonaut Software;Electro Brain;playable;simple;3D shooter;Action-focused gameplay with minimal text needed.
1000;Wonder Project J;ワンダープロジェクトJ;Wonder Project J;placeholder_url;Super Nintendo;Simulation;True;09-12-1994;Almanic;Enix;not-recommended;complex;Life simulation;Complex mechanics requiring Japanese knowledge.
1001;Nobunaga no Yabou: Haouden;信長の野望・覇王伝;Nobunaga no Yabō: Haōden;placeholder_url;Super Nintendo;Strategy;True;09-12-1993;Unknown;Koei;not-recommended;complex;Strategy game;Complex systems requiring Japanese knowledge.
1002;American Battle Dome;アメリカンバトルドーム;American Battle Dome;placeholder_url;Super Nintendo;Sports;True;08-12-1995;Betop;Tsukuda Original;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
1003;Angelique: Premium Box;アンジェリーク プレミアムBOX;Angelique: Premium Box;placeholder_url;Super Nintendo;Dating Sim;True;08-12-1995;Ruby Party;Koei;not-recommended;complex;Dating simulation;Heavy text-based gameplay requiring Japanese knowledge.
1004;Bishōjo Senshi Sailor Moon SuperS;美少女戦士セーラームーンSuperS ふわふわパニック;Sailor Moon SuperS: Fuwa Fuwa Panic;placeholder_url;Super Nintendo;Action;True;08-12-1995;Tom Create;Bandai;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1005;ClockWerx;クロックワークス;ClockWerx;placeholder_url;Super Nintendo;Puzzle;True;08-12-1995;Axes Art Amuse;Tokuma Shoten;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1006;Harukanaru Augusta 3;はるかなるオーガスタ3 マスターズ・ニュー;Harukanaru Augusta 3: Masters New;placeholder_url;Super Nintendo;Sports;True;08-12-1995;T&E Soft;T&E Soft;caution;simple;Golf game;Menu navigation in Japanese but gameplay is visual.
1007;Mickey to Donald;ミッキーとドナルド マジカルアドベンチャー3;Mickey to Donald: Magical Adventure 3;placeholder_url;Super Nintendo;Platform;True;08-12-1995;Sun L;Capcom;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1008;Super Momotarō Dentetsu DX;スーパー桃太郎電鉄DX;Super Momotarō Dentetsu DX;placeholder_url;Super Nintendo;Board Game;True;08-12-1995;Make;Hudson Soft;not-recommended;complex;Board game;Complex rules requiring Japanese knowledge.
1009;Super Puyo Puyo Tsuu;スーパーぷよぷよ通;Super Puyo Puyo Tsuu;placeholder_url;Super Nintendo;Puzzle;True;08-12-1995;Compile;Compile;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1010;Dragon Quest III;ドラゴンクエストIII そして伝説へ...;Dragon Quest III: Soshite Densetsu e...;placeholder_url;Super Nintendo;RPG;True;06-12-1996;Heartbeat;Enix;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1011;Momotarō Dentetsu Happy;桃太郎電鉄HAPPY;Momotarō Dentetsu Happy;placeholder_url;Super Nintendo;Board Game;True;06-12-1996;Make;Hudson Soft;not-recommended;complex;Board game;Complex rules requiring Japanese knowledge.
1012;Final Fantasy V;ファイナルファンタジーV;Final Fantasy V;placeholder_url;Super Nintendo;RPG;True;06-12-1992;Square;Square;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1013;Joe & Mac;ジョー&マック 戦え原始人;Joe & Mac: Tatakae Genshijin;placeholder_url;Super Nintendo;Platform;False;06-12-1991;Data East;Data East;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1014;Mini Yonku Let's & Go!!;ミニ四駆レッツ&ゴー!! パワーWGP2;Mini Yonku Let's & Go!!: Power WGP 2;placeholder_url;Super Nintendo;Racing;True;04-12-1998;Jupiter;Nintendo;playable;simple;Racing game;Racing gameplay with minimal text needed.
1015;Major Title;アイレムスキンズゲーム;The Irem Skins Game;placeholder_url;Super Nintendo;Sports;False;04-12-1992;Irem;Irem;playable;simple;Golf game;Sports gameplay with minimal text needed.
1016;Mecarobot Golf;芹沢信雄のバーディトライ;Serizawa Nobuo no Birdie Try;placeholder_url;Super Nintendo;Sports;True;04-12-1992;Toho;Toho;caution;simple;Golf game;Menu navigation in Japanese but gameplay is visual.
1017;Mystery Circle;ミステリーサークル;Mystery Circle;placeholder_url;Super Nintendo;Puzzle;True;04-12-1992;Sammy Corporation;K Amusement;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1018;Super Black Bass;スーパーブラックバス;Super Black Bass;placeholder_url;Super Nintendo;Sports;False;04-12-1992;Starfish;Hot-B;caution;complex;Fishing game;English release available but complex systems.
1019;Super Zugan 2;スーパーズガン2 つかんぽファイター;Super Zugan 2: Tsukanpo Fighter;placeholder_url;Super Nintendo;Fighting;True;30-12-1994;Unknown;J-Wing;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1020;Kikuni Masahiko no Jantoushi Dora Ou 2;菊地正彦の雀闘士ドラ王2;Kikuni Masahiko no Jantoushi Dora Ou 2;placeholder_url;Super Nintendo;Mahjong;True;03-12-1993;Unknown;Planning Office Wada;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
1021;NBA Showdown;NBAプロバスケットボール'94 ブルズvsサンズ;NBA Pro Basketball '94: Bulls vs Suns;placeholder_url;Super Nintendo;Sports;False;03-12-1993;Electronic Arts;EA Sports;playable;simple;Basketball game;Sports gameplay with minimal text needed.
1022;Super Kyuukyoku Harikiri Stadium;スーパー究極はりきりスタジアム;Super Kyūkyoku Harikiri Stadium;placeholder_url;Super Nintendo;Sports;True;03-12-1993;Unknown;Taito;caution;simple;Baseball game;Menu navigation in Japanese but gameplay is visual.
1023;TMNT: Tournament Fighters;ミュータントウォーリアーズ;Teenage Mutant Ninja Turtles: Tournament Fighters;placeholder_url;Super Nintendo;Fighting;False;03-12-1993;Konami;Konami;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1024;Picross NP Vol. 3;ピクロスNP Vol.3;Picross NP Vol. 3;placeholder_url;Super Nintendo;Puzzle;True;01-09-1999;Jupiter;Nintendo;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1025;BS Zelda no Densetsu;BSゼルダの伝説;BS The Legend of Zelda;placeholder_url;Super Nintendo;Action RPG;True;30-03-1995;Nintendo;Nintendo;not-recommended;complex;Action RPG;Satellite broadcast game, not playable as intended.
1026;BS Zelda no Densetsu: Inishie no Sekiban;BSゼルダの伝説 古代の石盤;BS The Legend of Zelda: Ancient Stone Tablets;placeholder_url;Super Nintendo;Action RPG;True;30-03-1997;Nintendo;Nintendo;not-recommended;complex;Action RPG;Satellite broadcast game, not playable as intended.
1027;Daibakushou Jinsei Gekijou: Zukkoke;大爆笑人生劇場 ズッコケサラリーマン編;Daibakushō Jinsei Gekijō: Zukkoke Salary Man Hen;placeholder_url;Super Nintendo;Board Game;True;29-12-1995;Unknown;Taito;not-recommended;complex;Board game;Complex rules requiring Japanese knowledge.
1028;Kyouraku Sanyou Maruhon Parlor! IV;京楽産業マルホンパーラー!パーラー!4;Kyōraku Sanyō Maruhon Parlor! Parlor! IV CR;placeholder_url;Super Nintendo;Simulation;True;29-12-1995;Unknown;Nippon Telenet;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
1029;Super Shougi 3;スーパー将棋3 棋待兵;Super Shōgi 3: Kitaihei;placeholder_url;Super Nintendo;Board Game;True;29-12-1995;Gaibrain;I'MAX;not-recommended;complex;Shogi game;Complex rules requiring Japanese knowledge.
1030;Taikyoku Igo;対局囲碁;Taikyoku Igo: Idaten;placeholder_url;Super Nintendo;Board Game;True;29-12-1995;Unknown;Bullet-Proof;not-recommended;complex;Go game;Complex rules requiring Japanese knowledge.
1031;Ys V;イースV 失われたケフィンの王国;Ys V: Lost Kefin, Kingdom of Sand;placeholder_url;Super Nintendo;Action RPG;True;29-12-1995;Nihon Falcom;Nihon Falcom;not-recommended;complex;Action RPG;Story-heavy game requiring Japanese knowledge.
1032;Dual Orb II;デュアルオーブ2;Dual Orb II;placeholder_url;Super Nintendo;RPG;True;29-12-1994;I'MAX;I'MAX;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1033;Sailor Moon R;美少女戦士セーラームーンR;Bishōjo Senshi Sailor Moon R;placeholder_url;Super Nintendo;Action;True;29-12-1993;Arc System Works;Bandai;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1034;Sangokushi 2;横山光輝三国志2;Yokoyama Mitsuteru: Sangokushi 2;placeholder_url;Super Nintendo;Strategy;True;29-12-1993;Tose;Angel;not-recommended;complex;Strategy game;Complex systems requiring Japanese knowledge.
1035;Battle Commander;バトルコマンダー 八部衆修羅の兵法;Battle Commander: Hachibushuu Shura no Heihou;placeholder_url;Super Nintendo;Strategy;True;29-12-1991;Arc System Works;Banpresto;not-recommended;complex;Strategy game;Complex systems requiring Japanese knowledge.
1036;SimEarth;シムアース;SimEarth: The Living Planet;placeholder_url;Super Nintendo;Simulation;False;29-12-1991;Tomcat System;FCI;caution;complex;Simulation game;English release available but complex systems.
1037;SD The Great Battle;SDザ・グレイトバトル;SD The Great Battle;placeholder_url;Super Nintendo;Action;True;29-12-1990;Banpresto;Banpresto;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1038;Sangokushi Eiketsuden;三國志英傑伝;Sangokushi Eiketsuden;placeholder_url;Super Nintendo;Strategy;True;28-12-1995;Unknown;Koei;not-recommended;complex;Strategy game;Complex systems requiring Japanese knowledge.
1039;Natsume Championship Wrestling;全日本プロレスリング ダッシュ 世界最強タッグ;Zen-Nippon Pro Wrestling Dash: Sekai Saikyō Tag;placeholder_url;Super Nintendo;Sports;False;28-12-1993;Natsume;Natsume;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
1040;Soccer Kid;グレートサッカーキッド;Great Soccer Kid;placeholder_url;Super Nintendo;Platform;False;28-12-1993;Krisalis Software;Ocean Software;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1041;Super Fire Pro Wrestling 3;スーパーファイヤープロレスリング3 ファイナルバウト;Super Fire Pro Wrestling 3 Final Bout;placeholder_url;Super Nintendo;Sports;True;28-12-1993;Human Club;Human Entertainment;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
1042;The King of Rally;ザ・キング・オブ・ラリー;The King of Rally;placeholder_url;Super Nintendo;Racing;True;28-12-1992;KAZe;Meldac;playable;simple;Racing game;Racing gameplay with minimal text needed.
1043;Shijou Saikyou no Quiz Ou;史上最強のクイズ王決定戦スーパー;Shijou Saikyou no Quiz Ou Ketteisen Super;placeholder_url;Super Nintendo;Quiz;True;28-12-1992;ISCO;Yonezawa PR21;not-recommended;complex;Quiz game;Text-heavy gameplay requiring Japanese knowledge.
1044;Super Ninja Boy;スーパーチャイニーズワールド;Super Chinese World;placeholder_url;Super Nintendo;Action RPG;False;28-12-1991;Culture Brain;Culture Brain;playable;simple;Action RPG;English release available with simple gameplay.
1045;Dragon Knight 4;ドラゴンナイト4;Dragon Knight 4;placeholder_url;Super Nintendo;RPG;True;27-12-1996;ELF Corporation;Banpresto;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1046;The Mask;ザ・マスク;The Mask;placeholder_url;Super Nintendo;Platform;False;27-12-1996;Black Pearl Software;Virgin Interactive;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1047;Nichibutsu Collection 2;ニチブツコレクション2;Nichibutsu Collection 2;placeholder_url;Super Nintendo;Compilation;True;27-12-1996;Unknown;Nichibutsu;playable;simple;Arcade compilation;Classic arcade games with minimal text needed.
1048;Saikyou: Takada Nobuhiko;最強 高田延彦;Saikyou: Takada Nobuhiko;placeholder_url;Super Nintendo;Fighting;True;27-12-1995;Dual;Hudson Soft;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1049;Kidou Butouden G-Gundam;機動武闘伝Gガンダム;Kidou Butouden G-Gundam;placeholder_url;Super Nintendo;Fighting;True;27-12-1994;Pandora Box;Bandai;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1050;Lupin III;ルパン三世 伝説の秘宝を追え!;Lupin III: Densetsu no Hihō o Oe!;placeholder_url;Super Nintendo;Action;True;27-12-1994;Pop House;Epoch;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1051;Spanky's Quest;はんせい猿 次郎君の大冒険;Hansei Zaru: Jirou-kun no Daibouken;placeholder_url;Super Nintendo;Platform;False;27-12-1991;Natsume;Natsume;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1052;Zoku: The Legend of Bishin;続・美神伝説;Zoku: The Legend of Bishin;placeholder_url;Super Nintendo;RPG;True;25-12-1993;Magifact;Magifact;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1053;Hyper V-Ball;スーパーバレーボールII;Super Volley II;placeholder_url;Super Nintendo;Sports;False;25-12-1992;Video System;Video System;playable;simple;Volleyball game;Sports gameplay with minimal text needed.
1054;Kick Off;スーパーキックオフ;Super Kick Off;placeholder_url;Super Nintendo;Sports;False;25-12-1992;Anco;Imagineer;playable;simple;Soccer game;Sports gameplay with minimal text needed.
1055;Naki no Ryuu;泣きの竜 麻雀飛翔伝;Naki no Ryū: Mahjong Hishō-den;placeholder_url;Super Nintendo;Mahjong;True;25-12-1992;Unknown;IGS;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
1056;Ranma ½: Hard Battle;らんま1/2 爆烈乱闘編;Ranma Nibun-no-Ichi: Bakuretsu Rantōhen;placeholder_url;Super Nintendo;Fighting;False;25-12-1992;Atelier Double;DTMC;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1057;Super Fire Pro Wrestling 2;スーパーファイヤープロレスリング2;Super Fire Pro Wrestling 2;placeholder_url;Super Nintendo;Sports;True;25-12-1992;Human Club;Human Entertainment;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
1058;Tecmo Super NBA Basketball;テクモスーパーNBAバスケットボール;Tecmo Super NBA Basketball;placeholder_url;Super Nintendo;Sports;False;25-12-1992;Tecmo;Tecmo;playable;simple;Basketball game;Sports gameplay with minimal text needed.
1059;F1 Pole Position 2;ヒューマングランプリII;Human Grand Prix II;placeholder_url;Super Nintendo;Racing;False;24-12-1993;Human Entertainment;Human Entertainment;playable;simple;Racing game;Racing gameplay with minimal text needed.
1060;Hokuto no Ken 7;北斗の拳7 伝承者への道;Hokuto no Ken 7: Seiken Retsuden;placeholder_url;Super Nintendo;Fighting;True;24-12-1993;Shouei;Toei Animation;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1061;Little Magic;リトルマジック;Little Magic;placeholder_url;Super Nintendo;Puzzle;True;24-12-1993;Unknown;Altron;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1062;Madden NFL '94;NFLプロフットボール'94;NFL Pro Football '94;placeholder_url;Super Nintendo;Sports;False;24-12-1993;Visual Concepts;EA Sports;playable;simple;Football game;Sports gameplay with minimal text needed.
1063;Monster Maker III;モンスターメーカーIII 光の魔術師;Monster Maker III: Hikari no Majutsushi;placeholder_url;Super Nintendo;RPG;True;24-12-1993;Unknown;SOFEL;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1064;Mortal Kombat;モータルコンバット;Mortal Kombat;placeholder_url;Super Nintendo;Fighting;False;24-12-1993;Sculptured Software;Acclaim;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1065;Shin Momotarō Densetsu;新桃太郎伝説;Shin Momotarō Densetsu;placeholder_url;Super Nintendo;RPG;True;24-12-1993;Unknown;Hudson Soft;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1066;Go Go Ackman;GO!GO!アックマン;Go Go Ackman;placeholder_url;Super Nintendo;Action;True;23-12-1994;Aspect;Banpresto;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1067;JWP Joshi Pro Wrestling;JWP女子プロレスリング ピュアレッスルクイーンズ;JWP Joshi Pro Wrestling: Pure Wrestle Queens;placeholder_url;Super Nintendo;Sports;True;23-12-1994;Unknown;Jaleco;playable;simple;Wrestling game;Combat-focused gameplay with minimal text needed.
1068;Pachi-Slot Shoubushi;パチスロ勝負師;Pachi-Slot Shoubushi;placeholder_url;Super Nintendo;Simulation;True;23-12-1994;Nihon Bussan;Nihon Bussan;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
1069;Super Godzilla;超ゴジラ;Chou-Godzilla;placeholder_url;Super Nintendo;Action;False;23-12-1993;ACC;Toho;caution;simple;Action game;English release available but complex systems.
1070;The Combatribes;ザ・コンバットライブス;The Combatribes;placeholder_url;Super Nintendo;Beat'em up;False;23-12-1992;Technōs Japan;Technōs Japan;playable;simple;Beat'em up;Action-focused gameplay with minimal text needed.
1071;3x3 Eyes;サザンアイズ 呪魔封印;3x3 Eyes Juuma Houkan;placeholder_url;Super Nintendo;Action RPG;True;22-12-1995;System Supply N-Tech;Banpresto;not-recommended;complex;Action RPG;Story-heavy game requiring Japanese knowledge.
1072;Battle Submarine;バトルサブマリン;Battle Submarine;placeholder_url;Super Nintendo;Action;True;22-12-1995;Office Koukan;Pack-In-Video;playable;simple;Submarine action;Action-focused gameplay with minimal text needed.
1073;Farland Story 2;ファーランドストーリー2;Farland Story 2: Dance of Destruction;placeholder_url;Super Nintendo;Strategy RPG;True;22-12-1995;Technical Group Laboratory;Banpresto;not-recommended;complex;Strategy RPG;Complex systems requiring Japanese knowledge.
1074;Final Fight 3;ファイナルファイト タフ;Final Fight Tough;placeholder_url;Super Nintendo;Beat'em up;False;22-12-1995;Capcom;Capcom;playable;simple;Beat'em up;Action-focused gameplay with minimal text needed.
1075;Ganbare Goemon;がんばれゴエモン きらきら道中;Ganbare Goemon Kirakira Dōchū;placeholder_url;Super Nintendo;Action;True;22-12-1995;Konami;Konami;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1076;Getsumen no Anubis;月面のアヌビス;Getsumen no Anubis;placeholder_url;Super Nintendo;Action RPG;True;22-12-1995;Access;Imagineer;not-recommended;complex;Action RPG;Story-heavy game requiring Japanese knowledge.
1077;Kouryuu no Mimi;黄龍の耳;Kouryuu no Mimi;placeholder_url;Super Nintendo;Adventure;True;22-12-1995;VAP;VAP;not-recommended;complex;Adventure game;Text-heavy gameplay requiring Japanese knowledge.
1078;Record of Lodoss War;ロードス島戦記;Lodoss Tou Senki;placeholder_url;Super Nintendo;Strategy RPG;True;22-12-1995;Thinking Rabbit;Kadokawa Shoten;not-recommended;complex;Strategy RPG;Complex systems requiring Japanese knowledge.
1079;SD Gundam G Next;SDガンダムGネクスト;SD Gundam G Next;placeholder_url;Super Nintendo;Strategy;True;22-12-1995;Japan Art Media;Bandai;not-recommended;complex;Strategy game;Complex systems requiring Japanese knowledge.
1080;Sengoku no Hasha;戦国の覇者;Sengoku no Hasha;placeholder_url;Super Nintendo;Strategy;True;22-12-1995;Bits Laboratory;Banpresto;not-recommended;complex;Strategy game;Complex systems requiring Japanese knowledge.
1081;Shougi Sanmai;将棋三枚;Shougi Sanmai;placeholder_url;Super Nintendo;Board Game;True;22-12-1995;Unknown;Virgin Interactive;not-recommended;complex;Shogi game;Complex rules requiring Japanese knowledge.
1082;Tecmo Super Bowl III;テクモスーパーボウルIII ファイナルエディション;Tecmo Super Bowl III: Final Edition;placeholder_url;Super Nintendo;Sports;False;22-12-1995;Tecmo;Tecmo;playable;simple;Football game;Sports gameplay with minimal text needed.
1083;Tengai Makyou Zero;天外魔境ZERO;Tengai Makyou Zero;placeholder_url;Super Nintendo;RPG;True;22-12-1995;Red Company;Hudson Soft;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1084;Zakuro no Aji;ざくろの味;Zakuro no Aji;placeholder_url;Super Nintendo;Adventure;True;22-12-1995;Imagineer;Imagineer;not-recommended;complex;Adventure game;Text-heavy gameplay requiring Japanese knowledge.
1085;Albert Odyssey 2;アルバートオデッセイ2;Albert Odyssey 2;placeholder_url;Super Nintendo;RPG;True;22-12-1994;Sunsoft;Sunsoft;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1086;Battle Jockey;バトルジョッキー;Battle Jockey;placeholder_url;Super Nintendo;Racing;True;22-12-1994;Nova Games;Virgin Interactive;playable;simple;Racing game;Racing gameplay with minimal text needed.
1087;Brutal: Paws of Fury;ブルータル アニマルブランデン;Brutal: Animal Buranden;placeholder_url;Super Nintendo;Fighting;False;22-12-1994;Eurocom;GameTek;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1088;Daikaijuu Monogatari;大怪獣物語;Daikaijuu Monogatari;placeholder_url;Super Nintendo;RPG;True;22-12-1994;Birthday;Hudson Soft;not-recommended;complex;RPG adventure;Story-heavy game requiring Japanese knowledge.
1089;Ganso Pachinko Ou;元祖パチンコ王;Ganso Pachinko Ou;placeholder_url;Super Nintendo;Simulation;True;22-12-1994;Unknown;Coconuts Japan;not-recommended;complex;Pachinko simulation;Complex gambling mechanics requiring Japanese knowledge.
1090;Haō Taikei Ryū Knight;覇王大系リューナイト;Haō Taikei Ryū Knight;placeholder_url;Super Nintendo;Action;True;22-12-1994;Japan Art Media;Bandai;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1091;Hashire Hebereke;走れへべれけ;Hashire Hebereke;placeholder_url;Super Nintendo;Racing;True;22-12-1994;Sunsoft;Sunsoft;playable;simple;Racing game;Racing gameplay with minimal text needed.
1092;Honkaku Shougi;本格将棋 風雲龍王;Honkaku Shougi: Fuuunji Ryuuou;placeholder_url;Super Nintendo;Board Game;True;22-12-1994;Aisystem Tokyo;Virgin Interactive;not-recommended;complex;Shogi game;Complex rules requiring Japanese knowledge.
1093;Mahjong Club;麻雀倶楽部;Mahjong Club;placeholder_url;Super Nintendo;Mahjong;True;22-12-1994;Natsu System;Hect;not-recommended;complex;Mahjong game;Complex rules requiring Japanese knowledge.
1094;Poko-Nyan!;ポコニャン! へんぽこりん冒険記;Poko-Nyan! Henpokorin Adventure;placeholder_url;Super Nintendo;Platform;True;22-12-1994;Unknown;Toho;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1095;Power of the Hired;パワー オブ ザ ハイアード;Power of the Hired;placeholder_url;Super Nintendo;Strategy RPG;True;22-12-1994;NCS;NCS;not-recommended;complex;Strategy RPG;Complex systems requiring Japanese knowledge.
1096;Rise of the Robots;ライズ オブ ザ ロボッツ;Rise of the Robots;placeholder_url;Super Nintendo;Fighting;False;22-12-1994;Mirage;Acclaim;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1097;Sun Sport Fishing;渓流王;Sun Sport Fishing: Keiryuu-Ou;placeholder_url;Super Nintendo;Sports;True;22-12-1994;Lenar;Imagineer;not-recommended;complex;Fishing simulation;Complex mechanics requiring Japanese knowledge.
1098;Super Castles;スーパーキャッスルズ;Super Castles;placeholder_url;Super Nintendo;Strategy;True;22-12-1994;Unknown;Victor Interactive;not-recommended;complex;Strategy game;Complex systems requiring Japanese knowledge.
1099;Ultra Baseball Jitsumeiban 2;ウルトラベースボール実名編2;Ultra Baseball Jitsumeiban 2;placeholder_url;Super Nintendo;Sports;True;22-12-1994;Culture Brain;Culture Brain;caution;simple;Baseball game;Menu navigation in Japanese but gameplay is visual.
1100;Yokoyama Mitsuteru: Sangokushi Bangi;横山光輝三国志番外編;Yokoyama Mitsuteru: Sangokushi Bangi: Sugoroku Eiyuuki;placeholder_url;Super Nintendo;Board Game;True;22-12-1994;Tose;Angel;not-recommended;complex;Board game;Complex rules requiring Japanese knowledge.
1101;Yuu Yuu Hakusho: Tokubetsu Hen;幽☆遊☆白書 特別編;Yuu Yuu Hakusho: Tokubetsu Hen;placeholder_url;Super Nintendo;Fighting;True;22-12-1994;Namco;Namco;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1102;Aim for the Ace!;エースをねらえ!;Aim for the Ace!;placeholder_url;Super Nintendo;Sports;True;22-12-1993;Nippon Telenet;Nippon Telenet;caution;simple;Tennis game;Menu navigation in Japanese but gameplay is visual.
1103;B.O.B.;スペースファンキーB.O.B.;Space Funky B.O.B.;placeholder_url;Super Nintendo;Platform;False;22-12-1993;Gray Matter;Electronic Arts;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1104;Bing Bing! Bingo;ビンビン!ビンゴ;Bing Bing! Bingo;placeholder_url;Super Nintendo;Puzzle;True;22-12-1993;Copya Systems;KSS;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1105;Flashback;フラッシュバック;Flashback: The Quest for Identity;placeholder_url;Super Nintendo;Platform;False;22-12-1993;Delphine Software;U.S. Gold;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1106;Ganbare Daiku no Gensan;がんばれ大工の源さん;Ganbare Daiku no Gensan;placeholder_url;Super Nintendo;Platform;True;22-12-1993;Irem;Irem;playable;simple;Platform game;Action-focused gameplay with minimal text needed.
1107;Ganbare Goemon 2;がんばれゴエモン2;Ganbare Goemon 2: Kiteretsu Shougun McGuiness;placeholder_url;Super Nintendo;Action;True;22-12-1993;Konami;Konami;playable;simple;Action game;Action-focused gameplay with minimal text needed.
1108;Hebereke's Popoon;へべれけのポポーン;Hebereke's Popoon;placeholder_url;Super Nintendo;Puzzle;True;22-12-1993;Sunsoft;Sunsoft;playable;simple;Puzzle game;Visual-based puzzle mechanics with minimal text needed.
1109;King of the Monsters 2;キング オブ ザ モンスターズ2;King of the Monsters 2;placeholder_url;Super Nintendo;Fighting;True;22-12-1993;Now Production;Takara;playable;simple;Fighting game;Combat-focused gameplay with minimal text needed.
1110;Top Gear 2;トップレーサー2;Top Racer 2;placeholder_url;Super Nintendo;Racing;False;22-12-1993;Gremlin Interactive;Kemco;playable;simple;Racing game;Racing gameplay with minimal text needed.
